Course Name,Class,Section,Days & Times,Room,Instructor,Instruction Mode,Meeting Dates,Status
CSCI 101 - Computer Literacy,39149,98-LEC Regular,TBA,Online-Asynchronous,Howard Mandelbaum,Online Asynchronous,01/25/2024 - 05/22/2024,Open
CSCI 101 - Computer Literacy,39148,99-LEC Regular,TBA,Online-Asynchronous,Howard Mandelbaum,Online Asynchronous,01/25/2024 - 05/22/2024,Open
CSCI 171 - Nature of Computers,40803,01-LEC Regular,TuTh 4:30PM - 5:45PM,New Bldg L2.79,Sonyl Nagale,In Person,01/25/2024 - 05/22/2024,Open
CSCI 171 - Nature of Computers,43337,599-LEC Winter,TBA,Online-Asynchronous,Vivek Sharma,Online Asynchronous,01/02/2024 - 01/23/2024,Open
CSCI 172 - Intro to Data Analysis,43339,01-LEC Regular,TuTh 3:05PM - 4:20PM,New Bldg 6.61,Fatma Najar,In Person,01/25/2024 - 05/22/2024,Open
CSCI 270 - Sec Computer Data,41011,01-LEC Regular,Tu 10:50AM - 1:30PM,TBA,Alexandros Alexandrou,In Person,01/25/2024 - 05/22/2024,Open
CSCI 270 - Sec Computer Data,43369,98-LEC Regular,TBA,Online-Asynchronous,Alexandros Alexandrou,Online Asynchronous,01/25/2024 - 05/22/2024,Closed
CSCI 270 - Sec Computer Data,41012,99-LEC Regular,TBA,Online-Asynchronous,Zenobia Petersen,Online Asynchronous,01/25/2024 - 05/22/2024,Open
CSCI 271 - Intro Comput & Prog,41006,01-LEC Regular,MoWe 8:00AM - 9:15AM,New Bldg 6.64.02,Thurai Kugan,In Person,01/25/2024 - 05/22/2024,Open
CSCI 271 - Intro Comput & Prog,41007,02-LEC Regular,MoWe 9:25AM - 10:40AM,New Bldg 6.64.02,Thurai Kugan,In Person,01/25/2024 - 05/22/2024,Open
CSCI 272 - Object-Oriented Programming,41002,01-LEC Regular,TuTh 8:00AM - 9:15AM,New Bldg 6.64.02,Shaobai Kan,In Person,01/25/2024 - 05/22/2024,Open
CSCI 272 - Object-Oriented Programming,41005,02-LEC Regular,TuTh 10:50AM - 12:05PM,New Bldg 6.64.02,Maksi Kutrolli,In Person,01/25/2024 - 05/22/2024,Open
CSCI 272 - Object-Oriented Programming,41003,03-LEC Regular,TuTh 12:15PM - 1:30PM,New Bldg 6.64.02,Shaobai Kan,In Person,01/25/2024 - 05/22/2024,Open
CSCI 272 - Object-Oriented Programming,41500,04-LEC Regular,MoWe 12:15PM - 1:30PM,New Bldg 6.64.02,Srinivasa Dumpa,In Person,01/25/2024 - 05/22/2024,Open
CSCI 274 - Computer Architecture,40997,01-LEC Regular,TuTh 9:25AM - 10:40AM,New Bldg L2.79,Vivek Sharma,In Person,01/25/2024 - 05/22/2024,Open
CSCI 274 - Computer Architecture,40998,02-LEC Regular,TuTh 10:50AM - 12:05PM,New Bldg L2.79,Vivek Sharma,In Person,01/25/2024 - 05/22/2024,Open
CSCI 274 - Computer Architecture,40999,03-LEC Regular,TuTh 3:05PM - 4:20PM,New Bldg L2.79,Vivek Sharma,In Person,01/25/2024 - 05/22/2024,Open
CSCI 278 - Software Off Mgmt,39147,99-LEC Regular,TBA,Online-Asynchronous,David Primak,Online Asynchronous,01/25/2024 - 05/22/2024,Open
CSCI 360 - Cryptography & Cryptanalysis,40936,01-LEC Regular,TuTh 9:25AM - 10:40AM,New Bldg 6.61,Eli Amzallag,In Person,01/25/2024 - 05/22/2024,Open
CSCI 360 - Cryptography & Cryptanalysis,40933,02-LEC Regular,TuTh 10:50AM - 12:05PM,New Bldg 6.61,Hunter Johnson,In Person,01/25/2024 - 05/22/2024,Open
CSCI 360 - Cryptography & Cryptanalysis,40934,03-LEC Regular,TuTh 12:15PM - 1:30PM,New Bldg 6.61,Hunter Johnson,In Person,01/25/2024 - 05/22/2024,Open
CSCI 360 - Cryptography & Cryptanalysis,40935,04-LEC Regular,Fr 10:50AM - 1:30PM,New Bldg 6.64.02,Matluba Khodjaeva,In Person,01/25/2024 - 05/22/2024,Open
CSCI 362 - Databases and Data Mining,40909,01-LEC Regular,We 5:55PM - 8:35PM,New Bldg L2.79,Sanjay Ramchandani,In Person,01/25/2024 - 05/22/2024,Open
CSCI 373 - Advanced Data Structures,40993,01-LEC Regular,TuTh 8:00AM - 9:15AM,New Bldg L2.79,Eman Abdu,In Person,01/25/2024 - 05/22/2024,Open
CSCI 373 - Advanced Data Structures,40994,02-LEC Regular,TuTh 12:15PM - 1:30PM,New Bldg 6.67,Maksi Kutrolli,In Person,01/25/2024 - 05/22/2024,Open
CSCI 373 - Advanced Data Structures,40995,03-LEC Regular,TuTh 3:05PM - 4:20PM,New Bldg 6.64.02,Maksi Kutrolli,In Person,01/25/2024 - 05/22/2024,Open
CSCI 373 - Advanced Data Structures,40996,04-LEC Regular,TuTh 4:30PM - 5:45PM,New Bldg 6.64.02,Maksi Kutrolli,In Person,01/25/2024 - 05/22/2024,Open
CSCI 374 - Programming Languages,40987,01-LEC Regular,MoWe 9:25AM - 10:40AM,New Bldg L2.79,Frank Pannizzo,In Person,01/25/2024 - 05/22/2024,Open
CSCI 374 - Programming Languages,40989,02-LEC Regular,TuTh 9:25AM - 10:40AM,New Bldg 6.67,Jinwoo Kim,In Person,01/25/2024 - 05/22/2024,Open
CSCI 374 - Programming Languages,40990,03-LEC Regular,TuTh 10:50AM - 12:05PM,New Bldg 6.67,Jinwoo Kim,In Person,01/25/2024 - 05/22/2024,Open
CSCI 374 - Programming Languages,40992,599-LEC Winter,TBA,Online-Asynchronous,Jinwoo Kim,Online Asynchronous,01/02/2024 - 01/23/2024,Open
CSCI 375 - Operating Systems,40985,01-LEC Regular,TuTh 3:05PM - 4:20PM,New Bldg 6.67,Jinwoo Kim,In Person,01/25/2024 - 05/22/2024,Open
CSCI 375 - Operating Systems,40986,02-LEC Regular,MoWe 3:05PM - 4:20PM,New Bldg L2.79,Faheem Abdurrazzaaq,In Person,01/25/2024 - 05/22/2024,Open
CSCI 375 - Operating Systems,40988,03-LEC Regular,MoWe 4:30PM - 5:45PM,New Bldg 6.64.02,Faheem Abdurrazzaaq,In Person,01/25/2024 - 05/22/2024,Open
CSCI 377 - Computer Algorithms,40982,01-LEC Regular,MoWe 8:00AM - 9:15AM,New Bldg L2.79,Frank Pannizzo,In Person,01/25/2024 - 05/22/2024,Open
CSCI 377 - Computer Algorithms,40983,02-LEC Regular,MoWe 12:15PM - 1:30PM,New Bldg L2.79,Frank Pannizzo,In Person,01/25/2024 - 05/22/2024,Open
CSCI 377 - Computer Algorithms,40984,03-LEC Regular,TuTh 12:15PM - 1:30PM,New Bldg L2.79,Fatma Najar,In Person,01/25/2024 - 05/22/2024,Open
CSCI 379 - Computer Networking,40979,01-LEC Regular,MoWe 9:25AM - 10:40AM,New Bldg 6.67,Kumar Ramansenthil,In Person,01/25/2024 - 05/22/2024,Open
CSCI 379 - Computer Networking,40981,03-LEC Regular,MoWe 12:15PM - 1:30PM,New Bldg 6.64.04,Muath Obaidat,In Person,01/25/2024 - 05/22/2024,Open
CSCI 380 - Topics in Computer Science,41015,03-LEC Regular,Tu 5:55PM - 8:35PM,New Bldg L2.79,Eric Spector,In Person,01/25/2024 - 05/22/2024,Open
CSCI 400 - Capstone Exp in CyberSec I,41669,04-LEC Regular,Mo 3:05PM - 4:20PM,New Bldg 6.61,Meryem Abouali,Hybrid Asynchronous,01/25/2024 - 05/22/2024,Open
CSCI 401 - Capstone CyberSecurity II,40875,02-LEC Regular,Tu 5:55PM - 8:35PM,New Bldg 6.64.02,Todd Danko,In Person,01/25/2024 - 05/22/2024,Open
CSCI 401 - Capstone CyberSecurity II,40876,03-LEC Regular,Fr 3:05PM - 5:45PM,New Bldg 6.64.02,Kadri Brogi,In Person,01/25/2024 - 05/22/2024,Open
CSCI 401 - Capstone CyberSecurity II,40877,599-LEC Winter,TBA,Online-Asynchronous,Jennifer Holst,Online Asynchronous,01/02/2024 - 01/23/2024,Open
